csv_line,source_LABEL,source_TEXT,source_URL,source_EMAIL,source_PHONE,message,clean_text,label,removal_reason
4926,smishing,need a new video phone? 750 anytime any network mins? half price line rental free text for 3 months? reply or call 08000930705 for free delivery,No,No,Yes,need a new video phone? 750 anytime any network mins? half price line rental free text for 3 months? reply or call 08000930705 for free delivery,need a new video phone 750 anytime any network mins half price line rental free text for 3 months reply or call phonetoken for free delivery,smishing,same_message_conflicting_labels
4927,smishing,need a new video phone? 750 anytime any network mins? half price line rental free text for 3 months? reply or call 08000930705 for free delivery,No,No,Yes,need a new video phone? 750 anytime any network mins? half price line rental free text for 3 months? reply or call 08000930705 for free delivery,need a new video phone 750 anytime any network mins half price line rental free text for 3 months reply or call phonetoken for free delivery,smishing,same_message_conflicting_labels
5257,smishing,"sms. ac blind date 4u!: rodds1 is 21/m from aberdeen, united kingdom. check him out http://img. sms. ac/w/icmb3cktz8r7!-4 no blind date send hide",Yes,No,No,"sms. ac blind date 4u!: rodds1 is 21/m from aberdeen, united kingdom. check him out http://img. sms. ac/w/icmb3cktz8r7!-4 no blind date send hide",sms ac blind date 4u rodds1 is 21 m from aberdeen united kingdom check him out urltoken sms ac w icmb3cktz8r7 4 no blind date send hide,smishing,same_message_conflicting_labels
5258,smishing,"sms. ac blind date 4u!: rodds1 is 21/m from aberdeen, united kingdom. check him out http://img. sms. ac/w/icmb3cktz8r7!-4 no blind dates institutionalize hide",Yes,No,No,"sms. ac blind date 4u!: rodds1 is 21/m from aberdeen, united kingdom. check him out http://img. sms. ac/w/icmb3cktz8r7!-4 no blind dates institutionalize hide",sms ac blind date 4u rodds1 is 21 m from aberdeen united kingdom check him out urltoken sms ac w icmb3cktz8r7 4 no blind dates institutionalize hide,smishing,same_message_conflicting_labels
5307,smishing,"thanks for your ringtone order, reference number x29. your mobile will be lodge 4.50. should your tone not arrive please call customer services 09065989180",No,No,Yes,"thanks for your ringtone order, reference number x29. your mobile will be lodge 4.50. should your tone not arrive please call customer services 09065989180",thanks for your ringtone order reference number x29 your mobile will be lodge 4 50 should your tone not arrive please call customer services phonetoken,smishing,same_message_conflicting_labels
5308,smishing,"thanks for your ringtone order, reference number x29. your mobile will embody charged 4.50. should your tone not arrive please call customer services 09065989180",No,No,Yes,"thanks for your ringtone order, reference number x29. your mobile will embody charged 4.50. should your tone not arrive please call customer services 09065989180",thanks for your ringtone order reference number x29 your mobile will embody charged 4 50 should your tone not arrive please call customer services phonetoken,smishing,same_message_conflicting_labels
5309,smishing,"thanks for your ringtone order, reference number x29. your mobile will embody charged 4.50. should your tone not arrive please call customer services 09065989180",No,No,Yes,"thanks for your ringtone order, reference number x29. your mobile will embody charged 4.50. should your tone not arrive please call customer services 09065989180",thanks for your ringtone order reference number x29 your mobile will embody charged 4 50 should your tone not arrive please call customer services phonetoken,smishing,same_message_conflicting_labels
6079,smishing,want a new video phone? 750 anytime any network mins? half price line rental free text for 3 months? reply or call 08000930705 for free delivery,No,No,Yes,want a new video phone? 750 anytime any network mins? half price line rental free text for 3 months? reply or call 08000930705 for free delivery,want a new video phone 750 anytime any network mins half price line rental free text for 3 months reply or call phonetoken for free delivery,smishing,same_message_conflicting_labels
6080,smishing,want a new video phone? 750 anytime any network mins? half price line rental free text for 3 months? reply or call 08000930705 for free delivery,No,No,Yes,want a new video phone? 750 anytime any network mins? half price line rental free text for 3 months? reply or call 08000930705 for free delivery,want a new video phone 750 anytime any network mins half price line rental free text for 3 months reply or call phonetoken for free delivery,smishing,same_message_conflicting_labels
6081,smishing,want a new video phone? 750 anytime any network mins? half price line rental free text for 3 months? reply or call 08000930705 for free delivery,No,No,Yes,want a new video phone? 750 anytime any network mins? half price line rental free text for 3 months? reply or call 08000930705 for free delivery,want a new video phone 750 anytime any network mins half price line rental free text for 3 months reply or call phonetoken for free delivery,smishing,same_message_conflicting_labels
6082,smishing,want a new video phone? 750 anytime any network mins? half price line rental free text for 3 months? reply or call 08000930705 for free delivery,No,No,Yes,want a new video phone? 750 anytime any network mins? half price line rental free text for 3 months? reply or call 08000930705 for free delivery,want a new video phone 750 anytime any network mins half price line rental free text for 3 months reply or call phonetoken for free delivery,smishing,same_message_conflicting_labels
6083,smishing,want a new video phone? 750 anytime any network mins? half price line rental free text for 3 months? reply or call 08000930705 for free delivery,No,No,Yes,want a new video phone? 750 anytime any network mins? half price line rental free text for 3 months? reply or call 08000930705 for free delivery,want a new video phone 750 anytime any network mins half price line rental free text for 3 months reply or call phonetoken for free delivery,smishing,same_message_conflicting_labels
6084,smishing,want a new video phone? 750 anytime any network mins? half price line rental free text for 3 months? reply or call 08000930705 for free delivery,No,No,Yes,want a new video phone? 750 anytime any network mins? half price line rental free text for 3 months? reply or call 08000930705 for free delivery,want a new video phone 750 anytime any network mins half price line rental free text for 3 months reply or call phonetoken for free delivery,smishing,same_message_conflicting_labels
6359,smishing,"xxxmobilemovieclub: to employ your credit, dawn the wap link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=qjkgighjjgcbl",Yes,No,No,"xxxmobilemovieclub: to employ your credit, dawn the wap link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=qjkgighjjgcbl",xxxmobilemovieclub to employ your credit dawn the wap link in the next txt message or click here urltoken urltoken n qjkgighjjgcbl,smishing,same_message_conflicting_labels
6360,smishing,"xxxmobilemovieclub: to habituate your credit, cluck the wap link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=qjkgighjjgcbl",Yes,No,No,"xxxmobilemovieclub: to habituate your credit, cluck the wap link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=qjkgighjjgcbl",xxxmobilemovieclub to habituate your credit cluck the wap link in the next txt message or click here urltoken urltoken n qjkgighjjgcbl,smishing,same_message_conflicting_labels
6361,smishing,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",Yes,No,No,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",xxxmobilemovieclub to use your credit click the wap link in the next txt message or click here urltoken urltoken n qjkgighjjgcbl,smishing,same_message_conflicting_labels
6362,smishing,"xxxmobilemovieclub: to use your credit, click the wap link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=qjkgighjjgcbl",Yes,No,No,"xxxmobilemovieclub: to use your credit, click the wap link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=qjkgighjjgcbl",xxxmobilemovieclub to use your credit click the wap link in the next txt message or click here urltoken urltoken n qjkgighjjgcbl,smishing,same_message_conflicting_labels
6364,smishing,"xxxmobilemovieclub: to use your credit, snap the wap link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=qjkgighjjgcbl",Yes,No,No,"xxxmobilemovieclub: to use your credit, snap the wap link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=qjkgighjjgcbl",xxxmobilemovieclub to use your credit snap the wap link in the next txt message or click here urltoken urltoken n qjkgighjjgcbl,smishing,same_message_conflicting_labels
6427,smishing,you are being ripped off! bring your mobile content from www.clubmoby.com call 08717509990 poly/true/pix/ringtones/games six downloads for only 3,No,No,Yes,you are being ripped off! bring your mobile content from www.clubmoby.com call 08717509990 poly/true/pix/ringtones/games six downloads for only 3,you are being ripped off bring your mobile content from urltoken call phonetoken poly true pix ringtones games six downloads for only 3,smishing,same_message_conflicting_labels
6796,spam,	**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,No,No,Yes,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,free message thanks for using the auction subscription service 18 150p msgrcvd 2 skip an auction txt out 2 unsubscribe txt stop customercare phonetoken,spam,same_message_conflicting_labels
6804,spam,	http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡,No,No,No,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡,http tms urltoken wml id 820554ad0a1705572711 first true c c ringtone,spam,same_message_conflicting_labels
6830,spam,**free message**thanks for employ the auction subscription service. 18 . 150p/msgrcvd 2 skip an auction txt out. 2 unsubscribe txt stop customercare 08718726270,No,No,Yes,**free message**thanks for employ the auction subscription service. 18 . 150p/msgrcvd 2 skip an auction txt out. 2 unsubscribe txt stop customercare 08718726270,free message thanks for employ the auction subscription service 18 150p msgrcvd 2 skip an auction txt out 2 unsubscribe txt stop customercare phonetoken,spam,same_message_conflicting_labels
6831,spam,**free message**thanks for habituate the auction subscription service. 18 . 150p/msgrcvd 2 skip an auction txt out. 2 unsubscribe txt stop customercare 08718726270,No,No,Yes,**free message**thanks for habituate the auction subscription service. 18 . 150p/msgrcvd 2 skip an auction txt out. 2 unsubscribe txt stop customercare 08718726270,free message thanks for habituate the auction subscription service 18 150p msgrcvd 2 skip an auction txt out 2 unsubscribe txt stop customercare phonetoken,spam,same_message_conflicting_labels
7112,spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",No,No,Yes,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",bears pic nick and tom pete and dick in fact all types try gay chat with photo upload call phonetoken 10p min 2 stop texts call phonetoken,spam,same_message_conflicting_labels
7113,spam,"bears pic nick, and tom, pete and ... dick. in fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",No,No,Yes,"bears pic nick, and tom, pete and ... dick. in fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",bears pic nick and tom pete and dick in fact all types try gay chat with photo upload call phonetoken 10p min 2 stop texts call phonetoken,spam,same_message_conflicting_labels
7114,spam,"bears pic nick, and tom, pete and ... dick. in fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",No,No,Yes,"bears pic nick, and tom, pete and ... dick. in fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",bears pic nick and tom pete and dick in fact all types try gay chat with photo upload call phonetoken 10p min 2 stop texts call phonetoken,spam,same_message_conflicting_labels
7115,spam,"bears pic nick, and tom, pete and ... dick. in fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",No,No,Yes,"bears pic nick, and tom, pete and ... dick. in fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",bears pic nick and tom pete and dick in fact all types try gay chat with photo upload call phonetoken 10p min 2 stop texts call phonetoken,spam,same_message_conflicting_labels
7202,spam,Call FREEPHONE 0800 542 0578 now!,No,No,No,Call FREEPHONE 0800 542 0578 now!,call freephone phonetoken now,spam,same_message_conflicting_labels
7203,spam,call freephone 0800 542 0578 now!,No,No,No,call freephone 0800 542 0578 now!,call freephone phonetoken now,spam,same_message_conflicting_labels
7204,spam,call freephone 0800 542 0578 now!,No,No,No,call freephone 0800 542 0578 now!,call freephone phonetoken now,spam,same_message_conflicting_labels
7205,spam,call freephone 0800 542 0578 now!,No,No,No,call freephone 0800 542 0578 now!,call freephone phonetoken now,spam,same_message_conflicting_labels
7206,spam,call freephone 0800 542 0578 now!,No,No,No,call freephone 0800 542 0578 now!,call freephone phonetoken now,spam,same_message_conflicting_labels
7207,spam,call freephone 0800 542 0578 now!,No,No,No,call freephone 0800 542 0578 now!,call freephone phonetoken now,spam,same_message_conflicting_labels
7208,spam,call freephone 0800 542 0578 now!,No,No,No,call freephone 0800 542 0578 now!,call freephone phonetoken now,spam,same_message_conflicting_labels
7209,spam,call freephone 0800 542 0578 now!,No,No,No,call freephone 0800 542 0578 now!,call freephone phonetoken now,spam,same_message_conflicting_labels
7210,spam,call freephone 0800 542 0578 now!,No,No,No,call freephone 0800 542 0578 now!,call freephone phonetoken now,spam,same_message_conflicting_labels
7359,spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,No,No,Yes,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,dont forget you can place as many free requests with urltoken as you wish for more information call phonetoken,spam,same_message_conflicting_labels
7360,spam,dont forget you can place as many free requests with 1stchoice.co.uk as you wish. for more information call 08707808226.,No,No,Yes,dont forget you can place as many free requests with 1stchoice.co.uk as you wish. for more information call 08707808226.,dont forget you can place as many free requests with urltoken as you wish for more information call phonetoken,spam,same_message_conflicting_labels
7361,spam,dont forget you can place as many free requests with 1stchoice.co.uk as you wish. for more information call 08707808226.,No,No,Yes,dont forget you can place as many free requests with 1stchoice.co.uk as you wish. for more information call 08707808226.,dont forget you can place as many free requests with urltoken as you wish for more information call phonetoken,spam,same_message_conflicting_labels
7362,spam,dont forget you can place as many free requests with 1stchoice.co.uk as you wish. for more information call 08707808226.,No,No,Yes,dont forget you can place as many free requests with 1stchoice.co.uk as you wish. for more information call 08707808226.,dont forget you can place as many free requests with urltoken as you wish for more information call phonetoken,spam,same_message_conflicting_labels
7363,spam,dont forget you can range as many free requests with 1stchoice.co.uk as you wish. for more information call 08707808226.,No,No,Yes,dont forget you can range as many free requests with 1stchoice.co.uk as you wish. for more information call 08707808226.,dont forget you can range as many free requests with urltoken as you wish for more information call phonetoken,spam,same_message_conflicting_labels
7364,spam,dont forget you can range as many free requests with 1stchoice.co.uk as you wish. for more information call 08707808226.,No,No,Yes,dont forget you can range as many free requests with 1stchoice.co.uk as you wish. for more information call 08707808226.,dont forget you can range as many free requests with urltoken as you wish for more information call phonetoken,spam,same_message_conflicting_labels
7366,spam,dorothy@kiefer.com (bank of granite issues strong-buy) explosive pick for our members *****up over 300% *********** nasdaq symbol cdgt that embody a $5.00 per..,No,Yes,No,dorothy@kiefer.com (bank of granite issues strong-buy) explosive pick for our members *****up over 300% *********** nasdaq symbol cdgt that embody a $5.00 per..,emailtoken bank of granite issues strong buy explosive pick for our members up over 300 nasdaq symbol cdgt that embody a 5 00 per,spam,same_message_conflicting_labels
7367,spam,dorothy@kiefer.com (bank of granite issues strong-buy) explosive pick for our members *****up over 300% *********** nasdaq symbol cdgt that embody a $5.00 per..,No,Yes,No,dorothy@kiefer.com (bank of granite issues strong-buy) explosive pick for our members *****up over 300% *********** nasdaq symbol cdgt that embody a $5.00 per..,emailtoken bank of granite issues strong buy explosive pick for our members up over 300 nasdaq symbol cdgt that embody a 5 00 per,spam,same_message_conflicting_labels
7368,spam,dorothy@kiefer.com (bank of granite issues strong-buy) explosive pick for our members *****up over 300% *********** nasdaq symbol cdgt that embody a $5.00 per..,No,Yes,No,dorothy@kiefer.com (bank of granite issues strong-buy) explosive pick for our members *****up over 300% *********** nasdaq symbol cdgt that embody a $5.00 per..,emailtoken bank of granite issues strong buy explosive pick for our members up over 300 nasdaq symbol cdgt that embody a 5 00 per,spam,same_message_conflicting_labels
7369,spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,No,Yes,No,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,emailtoken bank of granite issues strong buy explosive pick for our members up over 300 nasdaq symbol cdgt that is a 5 00 per,spam,same_message_conflicting_labels
7370,spam,dorothy@kiefer.com (bank of granite issues strong-buy) explosive pick for our members *****up over 300% *********** nasdaq symbol cdgt that is a $5.00 per..,No,Yes,No,dorothy@kiefer.com (bank of granite issues strong-buy) explosive pick for our members *****up over 300% *********** nasdaq symbol cdgt that is a $5.00 per..,emailtoken bank of granite issues strong buy explosive pick for our members up over 300 nasdaq symbol cdgt that is a 5 00 per,spam,same_message_conflicting_labels
7371,spam,dorothy@kiefer.com (bank of granite issues strong-buy) explosive pick for our members *****up over 300% *********** nasdaq symbol cdgt that is a $5.00 per..,No,Yes,No,dorothy@kiefer.com (bank of granite issues strong-buy) explosive pick for our members *****up over 300% *********** nasdaq symbol cdgt that is a $5.00 per..,emailtoken bank of granite issues strong buy explosive pick for our members up over 300 nasdaq symbol cdgt that is a 5 00 per,spam,same_message_conflicting_labels
7372,spam,dorothy@kiefer.com (bank of granite issues strong-buy) explosive pick for our members *****up over 300% *********** nasdaq symbol cdgt that is a $5.00 per..,No,Yes,No,dorothy@kiefer.com (bank of granite issues strong-buy) explosive pick for our members *****up over 300% *********** nasdaq symbol cdgt that is a $5.00 per..,emailtoken bank of granite issues strong buy explosive pick for our members up over 300 nasdaq symbol cdgt that is a 5 00 per,spam,same_message_conflicting_labels
7373,spam,dorothy@kiefer.com (bank of granite issues strong-buy) explosive pick for our members *****up over 300% *********** nasdaq symbol cdgt that is a $5.00 per..,No,Yes,No,dorothy@kiefer.com (bank of granite issues strong-buy) explosive pick for our members *****up over 300% *********** nasdaq symbol cdgt that is a $5.00 per..,emailtoken bank of granite issues strong buy explosive pick for our members up over 300 nasdaq symbol cdgt that is a 5 00 per,spam,same_message_conflicting_labels
7374,spam,dorothy@kiefer.com (bank of granite issues strong-buy) explosive pick for our members *****up over 300% *********** nasdaq symbol cdgt that is a $5.00 per..,No,Yes,No,dorothy@kiefer.com (bank of granite issues strong-buy) explosive pick for our members *****up over 300% *********** nasdaq symbol cdgt that is a $5.00 per..,emailtoken bank of granite issues strong buy explosive pick for our members up over 300 nasdaq symbol cdgt that is a 5 00 per,spam,same_message_conflicting_labels
7581,spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,No,No,Yes,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or 250 cash every wk txt vpod to 81303 ts cs urltoken custcare phonetoken,spam,same_message_conflicting_labels
7582,spam,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk. txt vpod to 81303 ts&cs www.textpod.net custcare 08712405020.,No,No,Yes,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk. txt vpod to 81303 ts&cs www.textpod.net custcare 08712405020.,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or 250 cash every wk txt vpod to 81303 ts cs urltoken custcare phonetoken,spam,same_message_conflicting_labels
7583,spam,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk. txt vpod to 81303 ts&cs www.textpod.net custcare 08712405020.,No,No,Yes,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk. txt vpod to 81303 ts&cs www.textpod.net custcare 08712405020.,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or 250 cash every wk txt vpod to 81303 ts cs urltoken custcare phonetoken,spam,same_message_conflicting_labels
7584,spam,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk. txt vpod to 81303 ts&cs www.textpod.net custcare 08712405020.,No,No,Yes,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk. txt vpod to 81303 ts&cs www.textpod.net custcare 08712405020.,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or 250 cash every wk txt vpod to 81303 ts cs urltoken custcare phonetoken,spam,same_message_conflicting_labels
7585,spam,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk. txt vpod to 81303 ts&cs www.textpod.net custcare 08712405020.,No,No,Yes,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk. txt vpod to 81303 ts&cs www.textpod.net custcare 08712405020.,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or 250 cash every wk txt vpod to 81303 ts cs urltoken custcare phonetoken,spam,same_message_conflicting_labels
7586,spam,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk. txt vpod to 81303 ts&cs www.textpod.net custcare 08712405020.,No,No,Yes,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk. txt vpod to 81303 ts&cs www.textpod.net custcare 08712405020.,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or 250 cash every wk txt vpod to 81303 ts cs urltoken custcare phonetoken,spam,same_message_conflicting_labels
7587,spam,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk. txt vpod to 81303 ts&cs www.textpod.net custcare 08712405020.,No,No,Yes,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk. txt vpod to 81303 ts&cs www.textpod.net custcare 08712405020.,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or 250 cash every wk txt vpod to 81303 ts cs urltoken custcare phonetoken,spam,same_message_conflicting_labels
7588,spam,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk. txt vpod to 81303 ts&cs www.textpod.net custcare 08712405020.,No,No,Yes,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk. txt vpod to 81303 ts&cs www.textpod.net custcare 08712405020.,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or 250 cash every wk txt vpod to 81303 ts cs urltoken custcare phonetoken,spam,same_message_conflicting_labels
7589,spam,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk. txt vpod to 81303 ts&cs www.textpod.net custcare 08712405020.,No,No,Yes,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk. txt vpod to 81303 ts&cs www.textpod.net custcare 08712405020.,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or 250 cash every wk txt vpod to 81303 ts cs urltoken custcare phonetoken,spam,same_message_conflicting_labels
7590,spam,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk. txt vpod to 81303 ts&cs www.textpod.net custcare 08712405020.,No,No,Yes,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk. txt vpod to 81303 ts&cs www.textpod.net custcare 08712405020.,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or 250 cash every wk txt vpod to 81303 ts cs urltoken custcare phonetoken,spam,same_message_conflicting_labels
7591,spam,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk. txt vpod to 81303 ts&cs www.textpod.net custcare 08712405020.,No,No,Yes,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or £250 cash every wk. txt vpod to 81303 ts&cs www.textpod.net custcare 08712405020.,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or 250 cash every wk txt vpod to 81303 ts cs urltoken custcare phonetoken,spam,same_message_conflicting_labels
7649,spam,free entry into our £250 weekly comp just place the word enter to 84128 now. 18 t&c www.textcomp.com cust care 08712405020.,No,No,Yes,free entry into our £250 weekly comp just place the word enter to 84128 now. 18 t&c www.textcomp.com cust care 08712405020.,free entry into our 250 weekly comp just place the word enter to 84128 now 18 t c urltoken cust care phonetoken,spam,same_message_conflicting_labels
7652,spam,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,No,No,Yes,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,free entry into our 250 weekly comp just send the word enter to 84128 now 18 t c urltoken cust care phonetoken,spam,same_message_conflicting_labels
7653,spam,free entry into our £250 weekly comp just send the word enter to 84128 now. 18 t&c www.textcomp.com cust care 08712405020.,No,No,Yes,free entry into our £250 weekly comp just send the word enter to 84128 now. 18 t&c www.textcomp.com cust care 08712405020.,free entry into our 250 weekly comp just send the word enter to 84128 now 18 t c urltoken cust care phonetoken,spam,same_message_conflicting_labels
7654,spam,free entry into our £250 weekly comp just send the word enter to 84128 now. 18 t&c www.textcomp.com cust care 08712405020.,No,No,Yes,free entry into our £250 weekly comp just send the word enter to 84128 now. 18 t&c www.textcomp.com cust care 08712405020.,free entry into our 250 weekly comp just send the word enter to 84128 now 18 t c urltoken cust care phonetoken,spam,same_message_conflicting_labels
7655,spam,free entry into our £250 weekly comp just send the word enter to 84128 now. 18 t&c www.textcomp.com cust care 08712405020.,No,No,Yes,free entry into our £250 weekly comp just send the word enter to 84128 now. 18 t&c www.textcomp.com cust care 08712405020.,free entry into our 250 weekly comp just send the word enter to 84128 now 18 t c urltoken cust care phonetoken,spam,same_message_conflicting_labels
7656,spam,free entry into our £250 weekly comp just send the word enter to 84128 now. 18 t&c www.textcomp.com cust care 08712405020.,No,No,Yes,free entry into our £250 weekly comp just send the word enter to 84128 now. 18 t&c www.textcomp.com cust care 08712405020.,free entry into our 250 weekly comp just send the word enter to 84128 now 18 t c urltoken cust care phonetoken,spam,same_message_conflicting_labels
7657,spam,free entry into our £250 weekly comp just send the word enter to 84128 now. 18 t&c www.textcomp.com cust care 08712405020.,No,No,Yes,free entry into our £250 weekly comp just send the word enter to 84128 now. 18 t&c www.textcomp.com cust care 08712405020.,free entry into our 250 weekly comp just send the word enter to 84128 now 18 t c urltoken cust care phonetoken,spam,same_message_conflicting_labels
7676,spam,"free entry to the gr8prizes wkly comp 4 a chance to advance the latest nokia 8800, psp or £250 cash every wk.txt great to 80878 http//www.gr8prizes.com 08715705022",No,No,Yes,"free entry to the gr8prizes wkly comp 4 a chance to advance the latest nokia 8800, psp or £250 cash every wk.txt great to 80878 http//www.gr8prizes.com 08715705022",free entry to the gr8prizes wkly comp 4 a chance to advance the latest nokia 8800 psp or 250 cash every urltoken great to 80878 http urltoken phonetoken,spam,same_message_conflicting_labels
7677,spam,"free entry to the gr8prizes wkly comp 4 a chance to advance the latest nokia 8800, psp or £250 cash every wk.txt great to 80878 http//www.gr8prizes.com 08715705022",No,No,Yes,"free entry to the gr8prizes wkly comp 4 a chance to advance the latest nokia 8800, psp or £250 cash every wk.txt great to 80878 http//www.gr8prizes.com 08715705022",free entry to the gr8prizes wkly comp 4 a chance to advance the latest nokia 8800 psp or 250 cash every urltoken great to 80878 http urltoken phonetoken,spam,same_message_conflicting_labels
7678,spam,"free entry to the gr8prizes wkly comp 4 a chance to advance the latest nokia 8800, psp or £250 cash every wk.txt great to 80878 http//www.gr8prizes.com 08715705022",No,No,Yes,"free entry to the gr8prizes wkly comp 4 a chance to advance the latest nokia 8800, psp or £250 cash every wk.txt great to 80878 http//www.gr8prizes.com 08715705022",free entry to the gr8prizes wkly comp 4 a chance to advance the latest nokia 8800 psp or 250 cash every urltoken great to 80878 http urltoken phonetoken,spam,same_message_conflicting_labels
7679,spam,"free entry to the gr8prizes wkly comp 4 a chance to succeed the latest nokia 8800, psp or £250 cash every wk.txt great to 80878 http//www.gr8prizes.com 08715705022",No,No,Yes,"free entry to the gr8prizes wkly comp 4 a chance to succeed the latest nokia 8800, psp or £250 cash every wk.txt great to 80878 http//www.gr8prizes.com 08715705022",free entry to the gr8prizes wkly comp 4 a chance to succeed the latest nokia 8800 psp or 250 cash every urltoken great to 80878 http urltoken phonetoken,spam,same_message_conflicting_labels
7680,spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",No,No,Yes,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",free entry to the gr8prizes wkly comp 4 a chance to win the latest nokia 8800 psp or 250 cash every urltoken great to 80878 http urltoken phonetoken,spam,same_message_conflicting_labels
