csv_line,source_LABEL,source_TEXT,message,clean_text,label,URL,EMAIL,PHONE,duplicate_group_size
4036,smishing,courtsy reminder: payment on your nab visa card is now overdue. please refer to your statement for payment options or call 1300 2569 28 thank you,courtsy reminder: payment on your nab visa card is now overdue. please refer to your statement for payment options or call 1300 2569 28 thank you,courtsy reminder payment on your nab visa card is now overdue please refer to your statement for payment options or call phonetoken thank you,smishing,0,0,1,3
4048,smishing,"customer service announcement. we recently prove to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. ref:9307622","customer service announcement. we recently prove to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. ref:9307622",customer service announcement we recently prove to make a delivery to you but were unable to do so please call phonetoken to re schedule ref 9307622,smishing,0,0,1,2
4049,smishing,"customer service announcement. we recently prove to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. ref:9307622","customer service announcement. we recently prove to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. ref:9307622",customer service announcement we recently prove to make a delivery to you but were unable to do so please call phonetoken to re schedule ref 9307622,smishing,0,0,1,2
3409,smishing,"	Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622","Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",customer service announcement we recently tried to make a delivery to you but were unable to do so please call phonetoken to re schedule ref 9307622,smishing,0,0,1,3
4055,smishing,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622","Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",customer service announcement we recently tried to make a delivery to you but were unable to do so please call phonetoken to re schedule ref 9307622,smishing,0,0,1,3
4056,smishing,"customer service announcement. we recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. ref:9307622","customer service announcement. we recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. ref:9307622",customer service announcement we recently tried to make a delivery to you but were unable to do so please call phonetoken to re schedule ref 9307622,smishing,0,0,1,3
7280,spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,dear 0776xxxxxxx u've been invited to xchat this is our final attempt to contact u txt chat to 86688,spam,0,0,0,3
7281,spam,dear 0776xxxxxxx u've been invited to xchat. this is our final attempt to contact u! txt chat to 86688,dear 0776xxxxxxx u've been invited to xchat. this is our final attempt to contact u! txt chat to 86688,dear 0776xxxxxxx u've been invited to xchat this is our final attempt to contact u txt chat to 86688,spam,0,0,0,3
7282,spam,dear 0776xxxxxxx u've been invited to xchat. this is our final attempt to contact u! txt chat to 86688,dear 0776xxxxxxx u've been invited to xchat. this is our final attempt to contact u! txt chat to 86688,dear 0776xxxxxxx u've been invited to xchat this is our final attempt to contact u txt chat to 86688,spam,0,0,0,3
7286,spam,dear 0776xxxxxxx u've embody bid to xchat. this is our final attempt to touch u! txt chat to 86688,dear 0776xxxxxxx u've embody bid to xchat. this is our final attempt to touch u! txt chat to 86688,dear 0776xxxxxxx u've embody bid to xchat this is our final attempt to touch u txt chat to 86688,spam,0,0,0,2
7287,spam,dear 0776xxxxxxx u've embody bid to xchat. this is our final attempt to touch u! txt chat to 86688,dear 0776xxxxxxx u've embody bid to xchat. this is our final attempt to touch u! txt chat to 86688,dear 0776xxxxxxx u've embody bid to xchat this is our final attempt to touch u txt chat to 86688,spam,0,0,0,2
4156,smishing,"Dear customer, Due to BVN system upgrade, your ATM CARD has been de-activated by CBN. To re-activate call customer care 08167340838 for help.","Dear customer, Due to BVN system upgrade, your ATM CARD has been de-activated by CBN. To re-activate call customer care 08167340838 for help.",dear customer due to bvn system upgrade your atm card has been de activated by cbn to re activate call customer care phonetoken for help,smishing,0,0,1,2
4157,smishing,"dear customer, due to bvn system upgrade, your atm card has been de-activated by cbn. to re-activate call customer care 08167340838 for help.","dear customer, due to bvn system upgrade, your atm card has been de-activated by cbn. to re-activate call customer care 08167340838 for help.",dear customer due to bvn system upgrade your atm card has been de activated by cbn to re activate call customer care phonetoken for help,smishing,0,0,1,2
4162,smishing,"dear customer, due to bvn system upgrade, your atm card possess embody de-activated by cbn. to re-activate call customer care 08167340838 for help.","dear customer, due to bvn system upgrade, your atm card possess embody de-activated by cbn. to re-activate call customer care 08167340838 for help.",dear customer due to bvn system upgrade your atm card possess embody de activated by cbn to re activate call customer care phonetoken for help,smishing,0,0,1,2
4163,smishing,"dear customer, due to bvn system upgrade, your atm card possess embody de-activated by cbn. to re-activate call customer care 08167340838 for help.","dear customer, due to bvn system upgrade, your atm card possess embody de-activated by cbn. to re-activate call customer care 08167340838 for help.",dear customer due to bvn system upgrade your atm card possess embody de activated by cbn to re activate call customer care phonetoken for help,smishing,0,0,1,2
4167,smishing,"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 6200992462 to claim","Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 6200992462 to claim",dear customer u've been selected to stay in f1ve star hotels for t0day's draw holiday valued at inr 5 00 urltoken phonetoken to claim,smishing,1,0,1,3
4168,smishing,"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 8536074310 to claim","Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 8536074310 to claim",dear customer u've been selected to stay in f1ve star hotels for t0day's draw holiday valued at inr 5 00 urltoken phonetoken to claim,smishing,1,0,1,3
4171,smishing,"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 8927307655 to claim","Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 8927307655 to claim",dear customer u've been selected to stay in f1ve star hotels for t0day's draw holiday valued at inr 5 00 urltoken phonetoken to claim,smishing,1,0,1,3
4180,smishing,"dear customer,your apple 1d embody due to expire today prevent this by confiming your apple id at ataligaid daal.au","dear customer,your apple 1d embody due to expire today prevent this by confiming your apple id at ataligaid daal.au",dear customer your apple 1d embody due to expire today prevent this by confiming your apple id at ataligaid urltoken,smishing,1,0,0,2
4181,smishing,"dear customer,your apple 1d embody due to expire today prevent this by confiming your apple id at ataligaid daal.au","dear customer,your apple 1d embody due to expire today prevent this by confiming your apple id at ataligaid daal.au",dear customer your apple 1d embody due to expire today prevent this by confiming your apple id at ataligaid urltoken,smishing,1,0,0,2
4184,smishing,"Dear customer,Your Apple 1D is due to expire today Prevent this by confiming your Apple ID at ataligaid daal.au","Dear customer,Your Apple 1D is due to expire today Prevent this by confiming your Apple ID at ataligaid daal.au",dear customer your apple 1d is due to expire today prevent this by confiming your apple id at ataligaid urltoken,smishing,1,0,0,2
4185,smishing,"dear customer,your apple 1d is due to expire today prevent this by confiming your apple id at ataligaid daal.au","dear customer,your apple 1d is due to expire today prevent this by confiming your apple id at ataligaid daal.au",dear customer your apple 1d is due to expire today prevent this by confiming your apple id at ataligaid urltoken,smishing,1,0,0,2
4119,smishing,"Dear customer your PAY2TMKYC has been expired, It�s will be bl0cked within 24 hour, please contact customer! Care ph� 6200992462 immediately to verify","Dear customer your PAY2TMKYC has been expired, It s will be bl0cked within 24 hour, please contact customer! Care ph 6200992462 immediately to verify",dear customer your pay2tmkyc has been expired it s will be bl0cked within 24 hour please contact customer care ph phonetoken immediately to verify,smishing,0,0,1,4
4120,smishing,"Dear customer your PAY2TMKYC has been expired, It�s will be bl0cked within 24 hour, please contact customer! Care ph� 7908807538 immediately to verify","Dear customer your PAY2TMKYC has been expired, It s will be bl0cked within 24 hour, please contact customer! Care ph 7908807538 immediately to verify",dear customer your pay2tmkyc has been expired it s will be bl0cked within 24 hour please contact customer care ph phonetoken immediately to verify,smishing,0,0,1,4
4121,smishing,"dear customer your pay2tmkyc has been expired, it�s will be bl0cked within 24 hour, please contact customer! care ph� 7908807538 immediately to verify","dear customer your pay2tmkyc has been expired, it s will be bl0cked within 24 hour, please contact customer! care ph 7908807538 immediately to verify",dear customer your pay2tmkyc has been expired it s will be bl0cked within 24 hour please contact customer care ph phonetoken immediately to verify,smishing,0,0,1,4
4122,smishing,"Dear customer your PAY2TMKYC has been expired, It�s will be bl0cked within 24 hour, please contact customer! Care ph� 8536074310 immediately to verify","Dear customer your PAY2TMKYC has been expired, It s will be bl0cked within 24 hour, please contact customer! Care ph 8536074310 immediately to verify",dear customer your pay2tmkyc has been expired it s will be bl0cked within 24 hour please contact customer care ph phonetoken immediately to verify,smishing,0,0,1,4
4125,smishing,"dear customer your pay2tmkyc has embody expired, it�s will be bl0cked within 24 hour, please contact customer! care ph� 7908807538 immediately to verify","dear customer your pay2tmkyc has embody expired, it s will be bl0cked within 24 hour, please contact customer! care ph 7908807538 immediately to verify",dear customer your pay2tmkyc has embody expired it s will be bl0cked within 24 hour please contact customer care ph phonetoken immediately to verify,smishing,0,0,1,2
4126,smishing,"dear customer your pay2tmkyc has embody expired, it�s will be bl0cked within 24 hour, please contact customer! care ph� 8536074310 immediately to verify","dear customer your pay2tmkyc has embody expired, it s will be bl0cked within 24 hour, please contact customer! care ph 8536074310 immediately to verify",dear customer your pay2tmkyc has embody expired it s will be bl0cked within 24 hour please contact customer care ph phonetoken immediately to verify,smishing,0,0,1,2
4139,smishing,Dear Customer your pyatm wallet Has been booked and hold Your amount please complete your kyc contact customer care 6299257179,Dear Customer your pyatm wallet Has been booked and hold Your amount please complete your kyc contact customer care 6299257179,dear customer your pyatm wallet has been booked and hold your amount please complete your kyc contact customer care phonetoken,smishing,0,0,1,3
4140,smishing,Dear Customer your pyatm wallet Has been booked and hold Your amount please complete your kyc contact customer care 8536074310,Dear Customer your pyatm wallet Has been booked and hold Your amount please complete your kyc contact customer care 8536074310,dear customer your pyatm wallet has been booked and hold your amount please complete your kyc contact customer care phonetoken,smishing,0,0,1,3
4141,smishing,Dear Customer your pyatm wallet Has been booked and hold Your amount please complete your kyc contact customer care 8927307655,Dear Customer your pyatm wallet Has been booked and hold Your amount please complete your kyc contact customer care 8927307655,dear customer your pyatm wallet has been booked and hold your amount please complete your kyc contact customer care phonetoken,smishing,0,0,1,3
4148,smishing,dear customer your pyatm wallet ingest been book and apply your amount please complete your kyc contact customer care 8536074310,dear customer your pyatm wallet ingest been book and apply your amount please complete your kyc contact customer care 8536074310,dear customer your pyatm wallet ingest been book and apply your amount please complete your kyc contact customer care phonetoken,smishing,0,0,1,2
4149,smishing,dear customer your pyatm wallet ingest been book and apply your amount please complete your kyc contact customer care 8927307655,dear customer your pyatm wallet ingest been book and apply your amount please complete your kyc contact customer care 8927307655,dear customer your pyatm wallet ingest been book and apply your amount please complete your kyc contact customer care phonetoken,smishing,0,0,1,2
4188,smishing,dear dave this is your final notice to amass your 4* tenerife holiday or #5000 cash award! call 09061743806 from landline. tcs sae box326 cw25wx 150ppm,dear dave this is your final notice to amass your 4* tenerife holiday or #5000 cash award! call 09061743806 from landline. tcs sae box326 cw25wx 150ppm,dear dave this is your final notice to amass your 4 tenerife holiday or 5000 cash award call phonetoken from landline tcs sae box326 cw25wx 150ppm,smishing,0,0,1,3
4189,smishing,dear dave this is your final notice to amass your 4* tenerife holiday or #5000 cash award! call 09061743806 from landline. tcs sae box326 cw25wx 150ppm,dear dave this is your final notice to amass your 4* tenerife holiday or #5000 cash award! call 09061743806 from landline. tcs sae box326 cw25wx 150ppm,dear dave this is your final notice to amass your 4 tenerife holiday or 5000 cash award call phonetoken from landline tcs sae box326 cw25wx 150ppm,smishing,0,0,1,3
4190,smishing,dear dave this is your final notice to amass your 4* tenerife holiday or #5000 cash award! call 09061743806 from landline. tcs sae box326 cw25wx 150ppm,dear dave this is your final notice to amass your 4* tenerife holiday or #5000 cash award! call 09061743806 from landline. tcs sae box326 cw25wx 150ppm,dear dave this is your final notice to amass your 4 tenerife holiday or 5000 cash award call phonetoken from landline tcs sae box326 cw25wx 150ppm,smishing,0,0,1,3
4191,smishing,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,dear dave this is your final notice to collect your 4 tenerife holiday or 5000 cash award call phonetoken from landline tcs sae box326 cw25wx 150ppm,smishing,0,0,1,2
4192,smishing,dear dave this is your final notice to collect your 4* tenerife holiday or #5000 cash award! call 09061743806 from landline. tcs sae box326 cw25wx 150ppm,dear dave this is your final notice to collect your 4* tenerife holiday or #5000 cash award! call 09061743806 from landline. tcs sae box326 cw25wx 150ppm,dear dave this is your final notice to collect your 4 tenerife holiday or 5000 cash award call phonetoken from landline tcs sae box326 cw25wx 150ppm,smishing,0,0,1,2
4194,smishing,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.","Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",dear matthew please call phonetoken from a landline your complimentary 4 lux tenerife holiday or 1000 cash await collection ppm150 sae t cs box334 sk38xh,smishing,0,0,1,3
4195,smishing,"dear matthew please call 09063440451 from a landline, your complimentary 4*lux tenerife holiday or £1000 cash await collection. ppm150 sae t&cs box334 sk38xh.","dear matthew please call 09063440451 from a landline, your complimentary 4*lux tenerife holiday or £1000 cash await collection. ppm150 sae t&cs box334 sk38xh.",dear matthew please call phonetoken from a landline your complimentary 4 lux tenerife holiday or 1000 cash await collection ppm150 sae t cs box334 sk38xh,smishing,0,0,1,3
4196,smishing,"dear matthew please call 09063440451 from a landline, your complimentary 4*lux tenerife holiday or £1000 cash await collection. ppm150 sae t&cs box334 sk38xh.","dear matthew please call 09063440451 from a landline, your complimentary 4*lux tenerife holiday or £1000 cash await collection. ppm150 sae t&cs box334 sk38xh.",dear matthew please call phonetoken from a landline your complimentary 4 lux tenerife holiday or 1000 cash await collection ppm150 sae t cs box334 sk38xh,smishing,0,0,1,3
4067,smishing,dear (paytm)customer your paytm kyc has been debar pay-tm office ph 7908807538 your paytm a/c will block within 24hr thank you.,dear (paytm)customer your paytm kyc has been debar pay-tm office ph 7908807538 your paytm a/c will block within 24hr thank you.,dear paytm customer your paytm kyc has been debar pay tm office ph phonetoken your paytm a c will block within 24hr thank you,smishing,0,0,1,2
4068,smishing,dear (paytm)customer your paytm kyc has been debar pay-tm office ph 7908807538 your paytm a/c will block within 24hr thank you.,dear (paytm)customer your paytm kyc has been debar pay-tm office ph 7908807538 your paytm a/c will block within 24hr thank you.,dear paytm customer your paytm kyc has been debar pay tm office ph phonetoken your paytm a c will block within 24hr thank you,smishing,0,0,1,2
4069,smishing,dear (paytm)customer your paytm kyc has been suspend pay-tm office ph 7044518857 your paytm a/c will block within 24hr thank you.,dear (paytm)customer your paytm kyc has been suspend pay-tm office ph 7044518857 your paytm a/c will block within 24hr thank you.,dear paytm customer your paytm kyc has been suspend pay tm office ph phonetoken your paytm a c will block within 24hr thank you,smishing,0,0,1,4
4070,smishing,dear (paytm)customer your paytm kyc has been suspend pay-tm office ph 7044518857 your paytm a/c will block within 24hr thank you.,dear (paytm)customer your paytm kyc has been suspend pay-tm office ph 7044518857 your paytm a/c will block within 24hr thank you.,dear paytm customer your paytm kyc has been suspend pay tm office ph phonetoken your paytm a c will block within 24hr thank you,smishing,0,0,1,4
4071,smishing,dear (paytm)customer your paytm kyc has been suspend pay-tm office ph 7908807538 your paytm a/c will block within 24hr thank you.,dear (paytm)customer your paytm kyc has been suspend pay-tm office ph 7908807538 your paytm a/c will block within 24hr thank you.,dear paytm customer your paytm kyc has been suspend pay tm office ph phonetoken your paytm a c will block within 24hr thank you,smishing,0,0,1,4
4072,smishing,dear (paytm)customer your paytm kyc has been suspend pay-tm office ph 8536074310 your paytm a/c will block within 24hr thank you.,dear (paytm)customer your paytm kyc has been suspend pay-tm office ph 8536074310 your paytm a/c will block within 24hr thank you.,dear paytm customer your paytm kyc has been suspend pay tm office ph phonetoken your paytm a c will block within 24hr thank you,smishing,0,0,1,4
4073,smishing,Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 6200992462 Your Paytm A/C will block within 24hr Thank you.,Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 6200992462 Your Paytm A/C will block within 24hr Thank you.,dear paytm customer your paytm kyc has been suspended pay tm office ph phonetoken your paytm a c will block within 24hr thank you,smishing,0,0,1,5
4076,smishing,Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 7044518857 Your Paytm A/C will block within 24hr Thank you.,Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 7044518857 Your Paytm A/C will block within 24hr Thank you.,dear paytm customer your paytm kyc has been suspended pay tm office ph phonetoken your paytm a c will block within 24hr thank you,smishing,0,0,1,5
4077,smishing,Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 7679046492 Your Paytm A/C will block within 24hr Thank you.,Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 7679046492 Your Paytm A/C will block within 24hr Thank you.,dear paytm customer your paytm kyc has been suspended pay tm office ph phonetoken your paytm a c will block within 24hr thank you,smishing,0,0,1,5
4078,smishing,Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 7908807538 Your Paytm A/C will block within 24hr Thank you.,Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 7908807538 Your Paytm A/C will block within 24hr Thank you.,dear paytm customer your paytm kyc has been suspended pay tm office ph phonetoken your paytm a c will block within 24hr thank you,smishing,0,0,1,5
4079,smishing,Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 8536074310 Your Paytm A/C will block within 24hr Thank you.,Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 8536074310 Your Paytm A/C will block within 24hr Thank you.,dear paytm customer your paytm kyc has been suspended pay tm office ph phonetoken your paytm a c will block within 24hr thank you,smishing,0,0,1,5
4199,smishing,"Dear PAYTM customer your paytm KYC has been suspended, paytm office PH 6291628992 Account will block within 24 hour. Thank you. PAYTM TEAM","Dear PAYTM customer your paytm KYC has been suspended, paytm office PH 6291628992 Account will block within 24 hour. Thank you. PAYTM TEAM",dear paytm customer your paytm kyc has been suspended paytm office ph phonetoken account will block within 24 hour thank you paytm team,smishing,0,0,1,2
4200,smishing,"dear paytm customer your paytm kyc has been suspended, paytm office ph 6291628992 account will block within 24 hour. thank you. paytm team","dear paytm customer your paytm kyc has been suspended, paytm office ph 6291628992 account will block within 24 hour. thank you. paytm team",dear paytm customer your paytm kyc has been suspended paytm office ph phonetoken account will block within 24 hour thank you paytm team,smishing,0,0,1,2
4084,smishing,dear (paytm)customer your paytm kyc has embody suspended pay-tm office ph 7044518857 your paytm a/c will block within 24hr thank you.,dear (paytm)customer your paytm kyc has embody suspended pay-tm office ph 7044518857 your paytm a/c will block within 24hr thank you.,dear paytm customer your paytm kyc has embody suspended pay tm office ph phonetoken your paytm a c will block within 24hr thank you,smishing,0,0,1,4
4085,smishing,dear (paytm)customer your paytm kyc has embody suspended pay-tm office ph 7044518857 your paytm a/c will block within 24hr thank you.,dear (paytm)customer your paytm kyc has embody suspended pay-tm office ph 7044518857 your paytm a/c will block within 24hr thank you.,dear paytm customer your paytm kyc has embody suspended pay tm office ph phonetoken your paytm a c will block within 24hr thank you,smishing,0,0,1,4
4086,smishing,dear (paytm)customer your paytm kyc has embody suspended pay-tm office ph 7679046492 your paytm a/c will block within 24hr thank you.,dear (paytm)customer your paytm kyc has embody suspended pay-tm office ph 7679046492 your paytm a/c will block within 24hr thank you.,dear paytm customer your paytm kyc has embody suspended pay tm office ph phonetoken your paytm a c will block within 24hr thank you,smishing,0,0,1,4
4087,smishing,dear (paytm)customer your paytm kyc has embody suspended pay-tm office ph 8536074310 your paytm a/c will block within 24hr thank you.,dear (paytm)customer your paytm kyc has embody suspended pay-tm office ph 8536074310 your paytm a/c will block within 24hr thank you.,dear paytm customer your paytm kyc has embody suspended pay tm office ph phonetoken your paytm a c will block within 24hr thank you,smishing,0,0,1,4
4202,smishing,Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-6299257179 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.,Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-6299257179 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.,dear paytm customer your paytm kyc has expired contact customer care no phonetoken immediately your account will block within 24 hr thank you paytm team,smishing,0,0,1,7
4203,smishing,dear paytm customer your paytm kyc has expired. contact customer care no-6299257179 immediately. your account will block within 24 hr. thank you paytm team.,dear paytm customer your paytm kyc has expired. contact customer care no-6299257179 immediately. your account will block within 24 hr. thank you paytm team.,dear paytm customer your paytm kyc has expired contact customer care no phonetoken immediately your account will block within 24 hr thank you paytm team,smishing,0,0,1,7
4208,smishing,Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-8536074310 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.,Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-8536074310 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.,dear paytm customer your paytm kyc has expired contact customer care no phonetoken immediately your account will block within 24 hr thank you paytm team,smishing,0,0,1,7
4210,smishing,Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-8927307655 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.,Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-8927307655 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.,dear paytm customer your paytm kyc has expired contact customer care no phonetoken immediately your account will block within 24 hr thank you paytm team,smishing,0,0,1,7
4211,smishing,dear paytm customer your paytm kyc has expired. contact customer care no-8927307655 immediately. your account will block within 24 hr. thank you paytm team.,dear paytm customer your paytm kyc has expired. contact customer care no-8927307655 immediately. your account will block within 24 hr. thank you paytm team.,dear paytm customer your paytm kyc has expired contact customer care no phonetoken immediately your account will block within 24 hr thank you paytm team,smishing,0,0,1,7
4212,smishing,dear paytm customer your paytm kyc has expired. contact customer care no-8927307655 immediately. your account will block within 24 hr. thank you paytm team.,dear paytm customer your paytm kyc has expired. contact customer care no-8927307655 immediately. your account will block within 24 hr. thank you paytm team.,dear paytm customer your paytm kyc has expired contact customer care no phonetoken immediately your account will block within 24 hr thank you paytm team,smishing,0,0,1,7
4213,smishing,dear paytm customer your paytm kyc has expired. contact customer care no-8927307655 immediately. your account will block within 24 hr. thank you paytm team.,dear paytm customer your paytm kyc has expired. contact customer care no-8927307655 immediately. your account will block within 24 hr. thank you paytm team.,dear paytm customer your paytm kyc has expired contact customer care no phonetoken immediately your account will block within 24 hr thank you paytm team,smishing,0,0,1,7
4204,smishing,dear paytm customer your paytm kyc has expired. contact customer care no-6299257179 immediately. your account will forget within 24 hr. thank you paytm team.,dear paytm customer your paytm kyc has expired. contact customer care no-6299257179 immediately. your account will forget within 24 hr. thank you paytm team.,dear paytm customer your paytm kyc has expired contact customer care no phonetoken immediately your account will forget within 24 hr thank you paytm team,smishing,0,0,1,3
4205,smishing,dear paytm customer your paytm kyc has expired. contact customer care no-6299257179 immediately. your account will forget within 24 hr. thank you paytm team.,dear paytm customer your paytm kyc has expired. contact customer care no-6299257179 immediately. your account will forget within 24 hr. thank you paytm team.,dear paytm customer your paytm kyc has expired contact customer care no phonetoken immediately your account will forget within 24 hr thank you paytm team,smishing,0,0,1,3
4214,smishing,dear paytm customer your paytm kyc has expired. contact customer care no-8927307655 immediately. your account will forget within 24 hr. thank you paytm team.,dear paytm customer your paytm kyc has expired. contact customer care no-8927307655 immediately. your account will forget within 24 hr. thank you paytm team.,dear paytm customer your paytm kyc has expired contact customer care no phonetoken immediately your account will forget within 24 hr thank you paytm team,smishing,0,0,1,3
4206,smishing,dear paytm customer your paytm kyc has expired. contact customer care no-6299257179 immediately. your account will jam within 24 hr. thank you paytm team.,dear paytm customer your paytm kyc has expired. contact customer care no-6299257179 immediately. your account will jam within 24 hr. thank you paytm team.,dear paytm customer your paytm kyc has expired contact customer care no phonetoken immediately your account will jam within 24 hr thank you paytm team,smishing,0,0,1,3
4215,smishing,dear paytm customer your paytm kyc has expired. contact customer care no-8927307655 immediately. your account will jam within 24 hr. thank you paytm team.,dear paytm customer your paytm kyc has expired. contact customer care no-8927307655 immediately. your account will jam within 24 hr. thank you paytm team.,dear paytm customer your paytm kyc has expired contact customer care no phonetoken immediately your account will jam within 24 hr thank you paytm team,smishing,0,0,1,3
4216,smishing,dear paytm customer your paytm kyc has expired. contact customer care no-8927307655 immediately. your account will jam within 24 hr. thank you paytm team.,dear paytm customer your paytm kyc has expired. contact customer care no-8927307655 immediately. your account will jam within 24 hr. thank you paytm team.,dear paytm customer your paytm kyc has expired contact customer care no phonetoken immediately your account will jam within 24 hr thank you paytm team,smishing,0,0,1,3
4207,smishing,dear paytm customer your paytm kyc has expired. contact customer care no-6299257179 immediately. your account will lug within 24 hr. thank you paytm team.,dear paytm customer your paytm kyc has expired. contact customer care no-6299257179 immediately. your account will lug within 24 hr. thank you paytm team.,dear paytm customer your paytm kyc has expired contact customer care no phonetoken immediately your account will lug within 24 hr thank you paytm team,smishing,0,0,1,2
4209,smishing,dear paytm customer your paytm kyc has expired. contact customer care no-8536074310 immediately. your account will lug within 24 hr. thank you paytm team.,dear paytm customer your paytm kyc has expired. contact customer care no-8536074310 immediately. your account will lug within 24 hr. thank you paytm team.,dear paytm customer your paytm kyc has expired contact customer care no phonetoken immediately your account will lug within 24 hr thank you paytm team,smishing,0,0,1,2
4094,smishing,dear (paytm)customer your paytm kyc ingest been suspend pay-tm office ph 7044518857 your paytm a/c will block within 24hr thank you.,dear (paytm)customer your paytm kyc ingest been suspend pay-tm office ph 7044518857 your paytm a/c will block within 24hr thank you.,dear paytm customer your paytm kyc ingest been suspend pay tm office ph phonetoken your paytm a c will block within 24hr thank you,smishing,0,0,1,3
4095,smishing,dear (paytm)customer your paytm kyc ingest been suspend pay-tm office ph 7679046492 your paytm a/c will block within 24hr thank you.,dear (paytm)customer your paytm kyc ingest been suspend pay-tm office ph 7679046492 your paytm a/c will block within 24hr thank you.,dear paytm customer your paytm kyc ingest been suspend pay tm office ph phonetoken your paytm a c will block within 24hr thank you,smishing,0,0,1,3
4096,smishing,dear (paytm)customer your paytm kyc ingest been suspend pay-tm office ph 8536074310 your paytm a/c will block within 24hr thank you.,dear (paytm)customer your paytm kyc ingest been suspend pay-tm office ph 8536074310 your paytm a/c will block within 24hr thank you.,dear paytm customer your paytm kyc ingest been suspend pay tm office ph phonetoken your paytm a c will block within 24hr thank you,smishing,0,0,1,3
4099,smishing,dear (paytm)customer your paytm kyc ingest embody suspended pay-tm office ph 7044518857 your paytm a/c will block within 24hr thank you.,dear (paytm)customer your paytm kyc ingest embody suspended pay-tm office ph 7044518857 your paytm a/c will block within 24hr thank you.,dear paytm customer your paytm kyc ingest embody suspended pay tm office ph phonetoken your paytm a c will block within 24hr thank you,smishing,0,0,1,2
4100,smishing,dear (paytm)customer your paytm kyc ingest embody suspended pay-tm office ph 7679046492 your paytm a/c will block within 24hr thank you.,dear (paytm)customer your paytm kyc ingest embody suspended pay-tm office ph 7679046492 your paytm a/c will block within 24hr thank you.,dear paytm customer your paytm kyc ingest embody suspended pay tm office ph phonetoken your paytm a c will block within 24hr thank you,smishing,0,0,1,2
