clean_text,URL,EMAIL,PHONE,url_count,email_count,phone_count,label
was actually sleeping and still might when u call back so a text is gr8 you rock sis will send u a text wen i wake,0,0,0,0,0,0,ham
was doing my test earlier i appreciate you will call you tomorrow,0,0,0,0,0,0,ham
was gr8 to see that message so when r u leaving congrats dear,0,0,0,0,0,0,ham
was it something u ate,0,0,0,0,0,0,ham
was playng 9 doors game and gt racing on phone lol,0,0,0,0,0,0,ham
was the actual exam harder than nbme,0,0,0,0,0,0,ham
wat doing now,0,0,0,0,0,0,ham
wat r u doing now,0,0,0,0,0,0,ham
wat r u doing call me,0,0,0,0,0,0,ham
wat time finish,0,0,0,0,0,0,ham
wat time r going to xin's hostel,0,0,0,0,0,0,ham
wat u doing there,0,0,0,0,0,0,ham
wat uniform in where get,0,0,0,0,0,0,ham
watching ajith film ah,0,0,0,0,0,0,ham
watching cartoon listening music at evening had to go temple what about u,0,0,0,0,0,0,ham
watching cartoon listening music at evening have to go temple,0,0,0,0,0,0,ham
watching telugu movie wat abt u,0,0,0,0,0,0,ham
watching tv lor nice one then i like lor,0,0,0,0,0,0,ham
watching tv lor y she so funny we bluff her 4 wat izzit because she thk it's impossible between us,0,0,0,0,0,0,ham
water logging in desert geoenvironmental implications,0,0,0,0,0,0,ham
watever relation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories feeling,0,0,0,0,0,0,ham
wat's da model num of ur phone,0,0,0,0,0,0,ham
wat's my dear doing sleeping ah,0,0,0,0,0,0,ham
we are both fine thanks,0,0,0,0,0,0,ham
we can go 4 e normal pilates after our intro,0,0,0,0,0,0,ham
we confirm eating at esplanade,0,0,0,0,0,0,ham
we don call like times oh no give us hypertension oh,0,0,0,0,0,0,ham
we got a divorce lol she s here,0,0,0,0,0,0,ham
we have all rounder so not required,0,0,0,0,0,0,ham
we have pizza if u want,0,0,0,0,0,0,ham
we have sent jd for customer service cum accounts executive to ur mail id for details contact us,0,0,0,0,0,0,ham
we know taj mahal as symbol of love but the other lesser known facts 1 mumtaz was shahjahan's 4th wife out of his 7 wifes 2 shahjahan killed mumtaz's husband to marry her 3 mumtaz died in her th delivery 4 he then married mumtaz's sister question arises where the hell is the love the great hari,0,0,0,0,0,0,ham
we made it eta at taunton is 12 30 as planned hope that s still okday good to see you xx,0,0,0,0,0,0,ham
we spend our days waiting for the ideal path to appear in front of us but what we forget is paths are made by walking not by waiting goodnight,0,0,0,0,0,0,ham
we still on for tonight,0,0,0,0,0,0,ham
we took hooch for a walk toaday and i fell over splat grazed my knees and everything should have stayed at home see you tomorrow,0,0,0,0,0,0,ham
webpage s not available,0,0,0,0,0,0,ham
well am officially in a philosophical hole so if u wanna call am at home ready to be saved,0,0,0,0,0,0,ham
well boy am i glad g wasted all night at applebees for nothing,0,0,0,0,0,0,ham
well done blimey exercise yeah i kinda remember wot that is hmm,0,0,0,0,0,0,ham
well i know z will take care of me so no worries,0,0,0,0,0,0,ham
well i might not come then,0,0,0,0,0,0,ham
well i wasn't available as i washob nobbing with last night so they had to ask nickey platt instead of me,0,0,0,0,0,0,ham
well i will watch shrek in 3d b,0,0,0,0,0,0,ham
well i'm going to be an aunty,0,0,0,0,0,0,ham
well its not like you actually called someone a punto that woulda been worse,0,0,0,0,0,0,ham
we'll join the bus,0,0,0,0,0,0,ham
well keep in mind i've only got enough gas for one more round trip barring a sudden influx of cash,0,0,0,0,0,0,ham
well she's in for a big surprise,0,0,0,0,0,0,ham
well thats nice too bad i cant eat it,0,0,0,0,0,0,ham
well then you have a great weekend,0,0,0,0,0,0,ham
well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that i'm a weed fiend make them smoke too much impede their doing other things so you see how i'm hesitant,0,0,0,0,0,0,ham
well there's not a lot of things happening in lindsay on new years sighs some bars in ptbo and the blue heron has something going,0,0,0,0,0,0,ham
we'll you pay over like yrs so its not too difficult,0,0,0,0,0,0,ham
well i meant as opposed to my drunken night of before,0,0,0,0,0,0,ham
well i'm glad you didn't find it totally disagreeable lol,0,0,0,0,0,0,ham
well balls time to make calls,0,0,0,0,0,0,ham
well im computerless time to make some oreo truffles,0,0,0,0,0,0,ham
welp apparently he retired,0,0,0,0,0,0,ham
wen u miss someone the person is definitely special for u but if the person is so special why to miss them just keep in touch gdeve,0,0,0,0,0,0,ham
wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv,0,0,0,0,0,0,ham
wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection,0,0,0,0,0,0,ham
went to ganesh dress shop,0,0,0,0,0,0,ham
we're all getting worried over here derek and taylor have already assumed the worst,0,0,0,0,0,0,ham
we're finally ready fyi,0,0,0,0,0,0,ham
were somewhere on fredericksburg,0,0,0,0,0,0,ham
what are youdoing later sar xxx,0,0,0,0,0,0,ham
what can i do might accidant tookplace between somewhere ghodbandar rd traffic moves slovely so plz slip don't worry,0,0,0,0,0,0,ham
what class of reunion,0,0,0,0,0,0,ham
what do u want when i come back a beautiful necklace as a token of my heart for urltoken what i will give but only to my wife of my urltoken that and see no one can give you urltoken call me i will wait till i come,1,0,0,3,0,0,ham
what happen dear tell me,0,0,0,0,0,0,ham
what he said is not the matter my mind saying some other matter is there,0,0,0,0,0,0,ham
what i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want,0,0,0,0,0,0,ham
what i mean was i left too early to check cos i'm working a 9 6,0,0,0,0,0,0,ham
what i meant to say is cant wait to see u again getting bored of this bridgwater banter,0,0,0,0,0,0,ham
what is important is that you prevent dehydration by giving her enough fluids,0,0,0,0,0,0,ham
what is the plural of the noun research,0,0,0,0,0,0,ham
what is your account number,0,0,0,0,0,0,ham
what makes some people dearer is not just the happiness that u feel when u meet them but the pain u feel when u miss them,0,0,0,0,0,0,ham
what makes you most happy,0,0,0,0,0,0,ham
what pa tell me i went to bath,0,0,0,0,0,0,ham
what time do u get out,0,0,0,0,0,0,ham
what time is ur flight tmr,0,0,0,0,0,0,ham
what time should i tell my friend to be around,0,0,0,0,0,0,ham
what time u wrkin,0,0,0,0,0,0,ham
what time you coming down later,0,0,0,0,0,0,ham
what time you think you'll have it need to know when i should be near campus,0,0,0,0,0,0,ham
what time you thinkin of goin,0,0,0,0,0,0,ham
what to think no one saying clearly ok leave no need to ask her i will go if she come or not,0,0,0,0,0,0,ham
what today sunday is holiday so no work,0,0,0,0,0,0,ham
what today sunday so no work,0,0,0,0,0,0,ham
what type of stuff do you sing,0,0,0,0,0,0,ham
what will we do in the shower baby,0,0,0,0,0,0,ham
what you did in leave,0,0,0,0,0,0,ham
what you doing how are you hope everything is fine,0,0,0,0,0,0,ham
what you need you have a person to give na,0,0,0,0,0,0,ham
what you plan to do on valentines day on 14 feb,0,0,0,0,0,0,ham
what you thinked about me first time you saw me in class,0,0,0,0,0,0,ham
what your plan for pongal,0,0,0,0,0,0,ham
whatever juliana do whatever you want,0,0,0,0,0,0,ham
what's a feathery bowa is that something guys have that i don't know about,0,0,0,0,0,0,ham
what's happening with you have you gotten a job and have you begun registration for permanent residency,0,0,0,0,0,0,ham
what's nannys address,0,0,0,0,0,0,ham
whats that coming over the hill is it a monster hope you have a great day things r going fine here busy though,0,0,0,0,0,0,ham
whats the staff name who is taking class for us,0,0,0,0,0,0,ham
what's up bruv hope you had a great break do have a rewarding semester,0,0,0,0,0,0,ham
what's up my own oga left my phone at home and just saw ur messages hope you are good have a great weekend,0,0,0,0,0,0,ham
what's up do you want me to come online,0,0,0,0,0,0,ham
what's ur pin,0,0,0,0,0,0,ham
what's your room number again wanna make sure i'm knocking on the right door,0,0,0,0,0,0,ham
whatsup there dont u want to sleep,0,0,0,0,0,0,ham
when login dat time dad fetching home now,0,0,0,0,0,0,ham
when are you going to ride your bike,0,0,0,0,0,0,ham
when are you guys leaving,0,0,0,0,0,0,ham
when can come out,0,0,0,0,0,0,ham
when did dad get back,0,0,0,0,0,0,ham
when did i use soc i use it only at home dunno how 2 type it in word ar,0,0,0,0,0,0,ham
when did you get to the library,0,0,0,0,0,0,ham
when i have stuff to sell urltoken tell you,1,0,0,1,0,0,ham
when i was born god said oh no another idiot when you were born god said oh no competition who knew one day these two will become freinds forever,0,0,0,0,0,0,ham
when is school starting where will you stay what's the weather like and the food do you have a social support system like friends in the school all these things are important,0,0,0,0,0,0,ham
when people see my msgs they think iam addicted to msging they are wrong bcoz they dont know that iam addicted to my sweet friends,0,0,0,0,0,0,ham
when should i come over,0,0,0,0,0,0,ham
when the first strike is a red one the bird antelope begin toplay in the fieldof selfindependence believe this the flower of contention will urltoken,1,0,0,1,0,0,ham
when u love someone dont make them to love u as much as u do but love them so much that they dont want to be loved by anyone except you gud nit,0,0,0,0,0,0,ham
when u wana see it then,0,0,0,0,0,0,ham
when you and derek done with class,0,0,0,0,0,0,ham
when you came to hostel,0,0,0,0,0,0,ham
when you get free call me,0,0,0,0,0,0,ham
when you guys planning on coming over,0,0,0,0,0,0,ham
whenevr ur sad whenevr ur gray remembr im here 2 listn 2 watevr u wanna say jus walk wid me a little while i promise i'll bring back ur smile,0,0,0,0,0,0,ham
where are you what are you doing are yuou working on getting the pc to your mom's did you find a spot that it would work i need you,0,0,0,0,0,0,ham
where are you you said you would be here when i woke,0,0,0,0,0,0,ham
where are you call me,0,0,0,0,0,0,ham
where at were hungry too,0,0,0,0,0,0,ham
where did u go my phone is gonna die you have to stay in here,0,0,0,0,0,0,ham
where do you need to go to get it,0,0,0,0,0,0,ham
where in abj are you serving are you staying with dad or alone,0,0,0,0,0,0,ham
where is it is there any opening for mca,0,0,0,0,0,0,ham
where is that one day training,0,0,0,0,0,0,ham
where r e meeting tmr,0,0,0,0,0,0,ham
where's mummy's boy is he being good or bad is he being positive or negative why is mummy being made to wait hmmmm,0,0,0,0,0,0,ham
where's my boytoy i miss you what happened,0,0,0,0,0,0,ham
wherre's my boytoy,0,0,0,0,0,0,ham
which channel,0,0,0,0,0,0,ham
which is weird because i know i had it at one point,0,0,0,0,0,0,ham
who are you seeing,0,0,0,0,0,0,ham
who is the murderer coz the man was murdered on 26th january as public holiday,0,0,0,0,0,0,ham
whore you are unbelievable,0,0,0,0,0,0,ham
who's there say hi to our drugdealer,0,0,0,0,0,0,ham
whos this am in class,0,0,0,0,0,0,ham
why did i wake up on my own,0,0,0,0,0,0,ham
why didn't u call on your lunch,0,0,0,0,0,0,ham
why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,0,0,0,0,0,0,ham
why don't you wait 'til at least wednesday to see if you get your,0,0,0,0,0,0,ham
why is that princess i bet the brothas are all chasing you,0,0,0,0,0,0,ham
why must we sit around and wait for summer days to celebrate such a magical sight when the worlds dressed in white oooooh let there be snow,0,0,0,0,0,0,ham
why nothing ok anyway give me treat,0,0,0,0,0,0,ham
why tired what special there you had,0,0,0,0,0,0,ham
why you keeping me away like this,0,0,0,0,0,0,ham
wif my family booking tour package,0,0,0,0,0,0,ham
wife is the murderer,0,0,0,0,0,0,ham
wife,0,0,0,0,0,0,ham
urltoken she knew the time of murder exactly,1,0,0,1,0,0,ham
will b going to esplanade fr home,0,0,0,0,0,0,ham
will be office around 4 pm now i am going hospital,0,0,0,0,0,0,ham
will do you gonna be at blake's all night i might be able to get out of here a little early,0,0,0,0,0,0,ham
will do was exhausted on train this morning too much wine and pie you sleep well too,0,0,0,0,0,0,ham
will you be here for food,0,0,0,0,0,0,ham
wish i were with you now,0,0,0,0,0,0,ham
wishing you a beautiful day each moment revealing even more things to keep you smiling do enjoy it,0,0,0,0,0,0,ham
wishing you a wonderful week,0,0,0,0,0,0,ham
wishing you and your family merry x mas and happy new year,0,0,0,0,0,0,ham
wishing you and your family merry x mas in advance,0,0,0,0,0,0,ham
wot about on wed nite i am 3 then but only til 9,0,0,0,0,0,0,ham
wot is u up 2 then bitch,0,0,0,0,0,0,ham
wot u wanna do then missy,0,0,0,0,0,0,ham
would really appreciate if you call me just need someone to talk to,0,0,0,0,0,0,ham
would u believe it they didnt know i had thurs pre booked off so they re cancelled me again that needs to b sacked,0,0,0,0,0,0,ham
wow didn't think it was that common i take it all back ur not a freak unless u chop it off,0,0,0,0,0,0,ham
wow so healthy old airport rd lor cant thk of anything else but i'll b bathing my dog later,0,0,0,0,0,0,ham
wow i never realized that you were so embarassed by your accomodations i thought you liked it since i was doing the best i could and you always seemed so happy about the cave i'm sorry i didn't and don't have more to give i'm sorry i offered i'm sorry your room was so embarassing,0,0,0,0,0,0,ham
wow you're right i didn't mean to do that i guess once i gave up on boston men and changed my search location to nyc something changed cuz on my signin page it still says boston,0,0,0,0,0,0,ham
wrong phone this phone i answer this one but assume the other is people i don't well,0,0,0,0,0,0,ham
wylie update my weed dealer carlos went to freedom and had a class with lunsford,0,0,0,0,0,0,ham
x course it 2yrs just so her messages on messenger lik you r sending me,0,0,0,0,0,0,ham
x2 are you going to get that,0,0,0,0,0,0,ham
xy trying smth now u eat already we havent,0,0,0,0,0,0,ham
y cant u try new invention to fly i'm not joking,0,0,0,0,0,0,ham
y de asking like this,0,0,0,0,0,0,ham
y she dun believe leh i tot i told her it's true already i thk she muz c us tog then she believe,0,0,0,0,0,0,ham
y so late but i need to go n get da laptop,0,0,0,0,0,0,ham
y where u at dogbreath its just sounding like jan c that s al,0,0,0,0,0,0,ham
ya even those cookies have jelly on them,0,0,0,0,0,0,ham
ya ok then had dinner,0,0,0,0,0,0,ham
ya ok vikky vl c witin mins and il reply u,0,0,0,0,0,0,ham
ya srsly better than yi tho,0,0,0,0,0,0,ham
ya they are well and fine bbd pooja full pimples even she become quite black and ur rite here its too cold wearing sweatter,0,0,0,0,0,0,ham
ya very nice be ready on thursday,0,0,0,0,0,0,ham
ya when are taking ure practical lessons i start in june,0,0,0,0,0,0,ham
ya i'm referin to mei's ex wat no ah waitin 4 u to treat somebody shld b rich liao so gd den u dun have to work frm tmr onwards,0,0,0,0,0,0,ham
ya told she was asking wats matter,0,0,0,0,0,0,ham
yar but they say got some error,0,0,0,0,0,0,ham
yar he quite clever but aft many guesses lor he got ask me 2 bring but i thk darren not so willing 2 go aiya they thk leona still not attach wat,0,0,0,0,0,0,ham
yar lor actually we quite fast cos da ge slow wat haha,0,0,0,0,0,0,ham
yar lor wait 4 my mum 2 finish sch then have lunch lor i whole morning stay at home clean my room now my room quite clean hee,0,0,0,0,0,0,ham
yar lor how u noe u used dat route too,0,0,0,0,0,0,ham
yar i tot u knew dis would happen long ago already,0,0,0,0,0,0,ham
yay can't wait to party together,0,0,0,0,0,0,ham
yay finally lol i missed our cinema trip last week,0,0,0,0,0,0,ham
yeah but which is worse for i,0,0,0,0,0,0,ham
yeah confirmed for you staying at that weekend,0,0,0,0,0,0,ham
yeah do dont stand to close tho you ll catch something,0,0,0,0,0,0,ham
yeah get the unlimited,0,0,0,0,0,0,ham
yeah go on then bored and depressed sittin waitin for phone to ring hope the wind drops though scary,0,0,0,0,0,0,ham
yeah he got in at 2 and was v apologetic n had fallen out and she was actin like spoilt child and he got caught up in that till 2 but we won't go there not doing too badly cheers you,0,0,0,0,0,0,ham
yeah i am so i'll leave maybe 7ish,0,0,0,0,0,0,ham
yeah i should be able to i'll text you when i'm ready to meet up,0,0,0,0,0,0,ham
yeah i think my usual guy's still passed out from last night if you get ahold of anybody let me know and i'll throw down,0,0,0,0,0,0,ham
yeah i'll try to scrounge something up,0,0,0,0,0,0,ham
yeah imma come over cause jay wants to do some drugs,0,0,0,0,0,0,ham
yeah my usual guy's out of town but there're definitely people around i know,0,0,0,0,0,0,ham
yeah probably i still gotta check out with leo,0,0,0,0,0,0,ham
yeah right i'll bring my tape measure fri,0,0,0,0,0,0,ham
yeah so basically any time next week you can get away from your mom get up before 3,0,0,0,0,0,0,ham
yeah sure i'll leave in a min,0,0,0,0,0,0,ham
yeah that's the impression i got,0,0,0,0,0,0,ham
yeah that's what i thought lemme know if anything's goin on later,0,0,0,0,0,0,ham
yeah we do totes when u wanna,0,0,0,0,0,0,ham
yeah we wouldn't leave for an hour at least how's 4 sound,0,0,0,0,0,0,ham
yeah whatever lol,0,0,0,0,0,0,ham
yeah don't go to bed i'll be back before midnight,0,0,0,0,0,0,ham
yeah i'll leave in a couple minutes let you know when i get to mu,0,0,0,0,0,0,ham
yeah in fact he just asked if we needed anything like an hour ago when and how much,0,0,0,0,0,0,ham
yeah probably but not sure ilol let u know but personally i wuldnt bother then again if ur goin to then i mite as well,0,0,0,0,0,0,ham
yeah probably here for a while,0,0,0,0,0,0,ham
yeah that's fine it's 6 to get in is that ok,0,0,0,0,0,0,ham
yeah we can probably swing by once my roommate finishes up with his girl,0,0,0,0,0,0,ham
yeah i got a list with only u and joanna if i'm feeling really anti social,0,0,0,0,0,0,ham
yeh indians was nice tho it did kane me off a bit he he we shud go out 4 a drink sometime soon mite hav 2 go 2 da works 4 a laugh soon love pete x x,0,0,0,0,0,0,ham
yep then is fine 7 30 or 8 30 for ice age,0,0,0,0,0,0,ham
yep the great loxahatchee xmas tree burning of starts in an hour,0,0,0,0,0,0,ham
yep i do like the pink furniture tho,0,0,0,0,0,0,ham
yes it is completely in out of form,0,0,0,0,0,0,ham
yes ammae life takes lot of turns you can only sit and try to hold the steering,0,0,0,0,0,0,ham
yes baby we can study all the positions of the kama sutra,0,0,0,0,0,0,ham
yes but can we meet in town cos will go to gep and then home you could text at bus stop and don't worry we'll have finished by march ish,0,0,0,0,0,0,ham
yes i started to send requests to make it but pain came back so i'm back in bed double coins at the factory too i gotta cash in all my nitros,0,0,0,0,0,0,ham
yes i thought so thanks,0,0,0,0,0,0,ham
yes i will be there glad you made it,0,0,0,0,0,0,ham
yes just finished watching days of our lives i love it,0,0,0,0,0,0,ham
yes obviously but you are the eggs pert and the potato head speak soon,0,0,0,0,0,0,ham
yes princess i want to catch you with my big strong hands,0,0,0,0,0,0,ham
yes princess i want to please you every night your wish is my command,0,0,0,0,0,0,ham
yes watching footie but worried we're going to blow it phil neville,0,0,0,0,0,0,ham
yes we are chatting too,0,0,0,0,0,0,ham
yes we were outside for like 2 hours and i called my whole family to wake them up cause it started at 1 am,0,0,0,0,0,0,ham
yes when is the appt again,0,0,0,0,0,0,ham
yes how is a pretty lady like you single,0,0,0,0,0,0,ham
yes i am a one woman man please tell me your likes and dislikes in bed,0,0,0,0,0,0,ham
yes i'm small kid and boost is the secret of my energy,0,0,0,0,0,0,ham
yes i come to nyc for audiitions and am trying to relocate,0,0,0,0,0,0,ham
yes it's all innocent fun o,0,0,0,0,0,0,ham
yes last practice,0,0,0,0,0,0,ham
yes nigh you cant aha,0,0,0,0,0,0,ham
yes rent is very expensive so its the way we save,0,0,0,0,0,0,ham
yes now only saw your message,0,0,0,0,0,0,ham
yes he is really great bhaji told kallis best cricketer after sachin in world very tough to get out,0,0,0,0,0,0,ham
yes i'm in office da,0,0,0,0,0,0,ham
urltoken lookin strong,1,0,0,1,0,0,ham
yes from last week itself i'm taking live call,0,0,0,0,0,0,ham
yes here tv is always available in work place,0,0,0,0,0,0,ham
yes here tv is always available,0,0,0,0,0,0,ham
yes sura in sun tv lol,0,0,0,0,0,0,ham
yesterday its with me only now am going home,0,0,0,0,0,0,ham
yo carlos a few friends are already asking me about you you working at all this weekend,0,0,0,0,0,0,ham
yo come over carlos will be here soon,0,0,0,0,0,0,ham
yo dude guess who just got arrested the other day,0,0,0,0,0,0,ham
yo my trip got postponed you still stocked up,0,0,0,0,0,0,ham
yo you around a friend of mine's lookin to pick up later tonight,0,0,0,0,0,0,ham
yo howz u girls never rang after india l,0,0,0,0,0,0,ham
yo any way we could pick something up tonight,0,0,0,0,0,0,ham
yo i'm at my parents' gettin cash good news we picked up a downstem,0,0,0,0,0,0,ham
yo you around just got my car back,0,0,0,0,0,0,ham
you all ready for big day tomorrow,0,0,0,0,0,0,ham
you also didnt get na hi hi hi hi hi,0,0,0,0,0,0,ham
you are a great role model you are giving so much and i really wish each day for a miracle but god as a reason for everything and i must say i wish i knew why but i dont i've looked up to you since i was young and i still do have a great day,0,0,0,0,0,0,ham
you are a very very very very bad girl or lady,0,0,0,0,0,0,ham
you are everywhere dirt on the floor the windows even on my shirt and sometimes when i open my mouth you are all that comes flowing out i dream of my world without you then half my chores are out too a time of joy for me lots of tv shows urltoken see but i guess like all things you just must exist like rain hail and mist and when my time here is done you and i become one,1,0,0,1,0,0,ham
you are right though i can't give you the space you want and need this is really starting to become an issue i was going to suggest setting a definite move out if i'm still there after greece but maybe you are ready and should do it now,0,0,0,0,0,0,ham
you are right meanwhile how's project twins comin up,0,0,0,0,0,0,ham
you are sweet as well princess please tell me your likes and dislikes in bed,0,0,0,0,0,0,ham
you at mu you should try to figure out how much money everyone has for gas and alcohol jay and i are trying to figure out our weed budget,0,0,0,0,0,0,ham
you bad girl i can still remember them,0,0,0,0,0,0,ham
you best watch what you say cause i get drunk,0,0,0,0,0,0,ham
you busy or can i come by at some point and figure out what we're doing tomorrow,0,0,0,0,0,0,ham
you call him and tell now infront of them call him now,0,0,0,0,0,0,ham
you call times job today ok umma and ask them to speed up,0,0,0,0,0,0,ham
you can never do nothing,0,0,0,0,0,0,ham
you could have seen me i did't recognise you face,0,0,0,0,0,0,ham
you didnt complete your gist oh,0,0,0,0,0,0,ham
you do got a shitload of diamonds though,0,0,0,0,0,0,ham
you do your studies alone without anyones help if you cant no need to study,0,0,0,0,0,0,ham
you dont know you jabo me abi,0,0,0,0,0,0,ham
you give us back my id proof and rs we wont allow you to work we will come to your home within days,0,0,0,0,0,0,ham
you gonna ring this weekend or wot,0,0,0,0,0,0,ham
you have come into my life and brought the sun shiny down on me warming my heart putting a constant smile on my face making me feel loved and cared for,0,0,0,0,0,0,ham
you have registered sinco as payee log in at urltoken and enter urn to confirm beware of frauds do not share or disclose urn to anyone,1,1,0,1,1,0,ham
you have to pls make a note of all she s exposed to also find out from her school if anyone else was vomiting is there a dog or cat in the house let me know later,0,0,0,0,0,0,ham
you intrepid duo you have a great time and see you both soon,0,0,0,0,0,0,ham
you know my old dom i told you about yesterday his name is roger he got in touch with me last night and wants me to meet him today at 2 pm,0,0,0,0,0,0,ham
you know there is i shall speak to you in minutes then,0,0,0,0,0,0,ham
you know what hook up means right,0,0,0,0,0,0,ham
you might want to pull out more just in case and just plan on not spending it if you can i don't have much confidence in derek and taylor's money management,0,0,0,0,0,0,ham
you said not now no problem when you can let me know,0,0,0,0,0,0,ham
you said to me before i went back to bed that you can't sleep for anything,0,0,0,0,0,0,ham
you should change your fb to jaykwon thuglyfe falconerf,0,0,0,0,0,0,ham
you should get more chicken broth if you want ramen unless there's some i don't know about,0,0,0,0,0,0,ham
you stayin out of trouble stranger saw dave the other day he s sorted now still with me bloke when u gona get a girl mr ur mum still thinks we will get 2getha,0,0,0,0,0,0,ham
you still around i could use a half 8th,0,0,0,0,0,0,ham
you still at grand prix,0,0,0,0,0,0,ham
you still at the game,0,0,0,0,0,0,ham
you still coming tonight,0,0,0,0,0,0,ham
you want to go,0,0,0,0,0,0,ham
you will be in the place of that man,0,0,0,0,0,0,ham
you will go to walmart urltoken stay,1,0,0,1,0,0,ham
you'd laugh delete the tag and keep going all the best for your future,0,0,0,0,0,0,ham
you'd like that wouldn't you jerk,0,0,0,0,0,0,ham
you'll never believe this but i have actually got off at taunton wow,0,0,0,0,0,0,ham
your account has been refilled successfully by inr 100 00 your keralacircle prepaid account balance is rs 101 00 your transaction id is kr 3567,0,0,0,0,0,0,ham
your bill at 3 is 33 65 so thats not bad,0,0,0,0,0,0,ham
your board is working fine the issue of overheating is also reslove but still software inst is pending i will come around 8'o clock,0,0,0,0,0,0,ham
your brother is a genius,0,0,0,0,0,0,ham
your dad is back in ph,0,0,0,0,0,0,ham
your daily text from me a favour this time,0,0,0,0,0,0,ham
your gonna have to pick up a 1 burger for yourself on your way home i can't even move pain is killing me,0,0,0,0,0,0,ham
your opinion about me 1 over 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 not matured 8 stylish 9 simple,0,0,0,0,0,0,ham
your opinion about me 1 over 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 not matured 8 stylish 9 simple pls reply,0,0,0,0,0,0,ham
your opinion about me 1 oversmart 2 selfish 3 naughy 4 lovable 5 silent 6 special 7 immature 8 stylish 9 simple pls reply,0,0,0,0,0,0,ham
your right i'll make the appointment right now,0,0,0,0,0,0,ham
your work is perfect,0,0,0,0,0,0,ham
you're gonna have to be way more specific than that,0,0,0,0,0,0,ham
you're not sure that i'm not trying to make xavier smoke because i don't want to smoke after being told i smoke too much,0,0,0,0,0,0,ham
you're right i have now that i think about it,0,0,0,0,0,0,ham
you've always been the brainy one,0,0,0,0,0,0,ham
yup not comin,0,0,0,0,0,0,ham
yup but it's not giving me problems now so mayb i'll jus leave it,0,0,0,0,0,0,ham
yup but not studying surfing lor i'm in e lazy mode today,0,0,0,0,0,0,ham
yup having my lunch buffet now u eat already,0,0,0,0,0,0,ham
yup i shd haf ard 10 pages if i add figures all got how many pages,0,0,0,0,0,0,ham
yup i thk cine is better cos no need 2 go down 2 plaza mah,0,0,0,0,0,0,ham
yup i thk so until e shop closes lor,0,0,0,0,0,0,ham
yup it's at paragon i havent decided whether 2 cut yet hee,0,0,0,0,0,0,ham
yup n her fren lor i'm meeting my fren at 730,0,0,0,0,0,0,ham
yup next stop,0,0,0,0,0,0,ham
yup no more already thanx 4 printing n handing it up,0,0,0,0,0,0,ham
yup ok thanx,0,0,0,0,0,0,ham
yup ok,0,0,0,0,0,0,ham
yup ok i am agreed,0,0,0,0,0,0,ham
yup song bro no creative neva test quality he said check review online,0,0,0,0,0,0,ham
yup leaving right now be back soon,0,0,0,0,0,0,ham
yup no need i'll jus wait 4 e rain 2 stop,0,0,0,0,0,0,ham
yup anything lor if u dun wan it's ok,0,0,0,0,0,0,ham
yup thk of u oso boring wat,0,0,0,0,0,0,ham
yup wun believe wat u really neva c e msg i sent shuhui,0,0,0,0,0,0,ham
yup how noe leh,0,0,0,0,0,0,ham
yup i havent been there before you want to go for the yoga i can call up to book,0,0,0,0,0,0,ham
yupz i've oredi booked slots 4 my weekends liao,0,0,0,0,0,0,ham
a 400 xmas reward is waiting for you our computer has randomly picked you from our loyal mobile customers to receive a 400 reward just call phonetoken,0,0,1,0,0,1,smishing
a link to your picture has been sent you can also use urltoken,1,0,0,1,0,0,smishing
as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with a 1500 bonus prize call phonetoken,0,0,1,0,0,1,smishing
as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with 1500 bonus prize call phonetoken,0,0,1,0,0,1,smishing
congrats 2 mobile 3g videophones r yours call phonetoken now videochat wid your mates play java games dload polyph music noline rentl,0,0,1,0,0,1,smishing
congratulations you've won you're a winner in our august 1000 prize draw call phonetoken now prize code 2309,0,0,1,0,0,1,smishing
customer service annoncement you have a new years delivery waiting for you please call phonetoken now to arrange delivery,0,0,1,0,0,1,smishing
customer service announcement we recently tried to make a delivery to you but were unable to do so please call phonetoken to re schedule ref 9307622,0,0,1,0,0,1,smishing
dear voucher holder 2 claim this weeks offer at your pc go to urltoken ts cs app,1,0,0,1,0,0,smishing
dear voucher holder to claim this weeks offer at you pc please go to urltoken ts cs apply to stop texts txt stop to 80062,1,0,0,1,0,0,smishing
dear voucher holder to claim this weeks offer at you pc please go to urltoken,1,0,0,1,0,0,smishing
dear voucher holder to claim this weeks offer at your pc please go to urltoken ts cs apply,1,0,0,1,0,0,smishing
december only had your mobile 11mths you are entitled to update to the latest colour camera mobile for free call the mobile update co free on phonetoken,0,0,1,0,0,1,smishing
do you want 750 anytime any networt new video phone for only five pounds per week call phonetoken now or reply for delivery tomorrow,0,0,1,0,0,1,smishing
